chid,chnm,bound_provenance,n_biofam_tested,n_biofam_active,n_biofam_separated,frac_tested_active,frac_tested_separated,family_loss
44933,"1,3-Bis(isocyanatomethyl)cyclohexane",default,14,1,1,0.07142857142857142,0.07142857142857142,0
44867,"2,2-Dimethylpropane-1,3-diyl bis(2-methylprop-2-enoate)",default,14,1,1,0.07142857142857142,0.07142857142857142,0
42259,4-Chlorophenyl phenyl sulfone,default,14,5,5,0.35714285714285715,0.35714285714285715,0
44820,Acryloyloxyethyl succinate,default,14,6,6,0.42857142857142855,0.42857142857142855,0
44939,"1,3,5-Tribromo-2-methoxy-4-methylbenzene",default,14,3,3,0.21428571428571427,0.21428571428571427,0
44854,4-(Ethenyloxy)butan-1-ol,default,14,2,2,0.14285714285714285,0.14285714285714285,0
41918,"1,4-Bis(2-hydroxyethoxy)-2-butyne",default,14,4,4,0.2857142857142857,0.2857142857142857,0
44930,2-(Trifluoromethoxy)benzenesulfonamide,default,14,2,2,0.14285714285714285,0.14285714285714285,0
44785,"3-(3-Methyl-5-oxo-4,5-dihydro-1H-pyrazol-1-yl)benzenesulfonic acid",default,14,2,2,0.14285714285714285,0.14285714285714285,0
44805,"2,2'-[Cyclohexane-1,4-diylbis(methanediyloxymethanediyl)]dioxirane",default,14,6,6,0.42857142857142855,0.42857142857142855,0
44807,Dimethyl nonanedioate,default,14,1,1,0.07142857142857142,0.07142857142857142,0
44840,Sodium 2-methylprop-2-ene-1-sulfonate,default,14,1,1,0.07142857142857142,0.07142857142857142,0
44875,2-{[2-(Dimethylamino)ethyl](methyl)amino}ethanol,default,14,1,1,0.07142857142857142,0.07142857142857142,0
40715,2-Phenoxyethyl acrylate,estimated,14,6,1,0.42857142857142855,0.07142857142857142,5
44894,"Trimethylhexane-1,6-diamine",default,14,2,2,0.14285714285714285,0.14285714285714285,0
44876,Ethylene glycol diglycidyl ether,default,14,5,5,0.35714285714285715,0.35714285714285715,0
41417,"2-Nitro-2-ethyl-1,3-propanediol",estimated,14,1,0,0.07142857142857142,0.0,1
44926,"N-Butyl-2,2,6,6-tetramethylpiperidin-4-amine",default,14,2,2,0.14285714285714285,0.14285714285714285,0
44932,4-Isopropylbenzenesulfonic acid,default,14,3,3,0.21428571428571427,0.21428571428571427,0
44801,SEX,estimated,14,6,5,0.42857142857142855,0.35714285714285715,1
44842,"N,N',N''-Tricyclohexyl-1-methylsilanetriamine",estimated,14,6,0,0.42857142857142855,0.0,6
44903,Titanium(4+) bis[(2E)-4-oxohex-2-en-2-olate] dipropan-2-olate,default,14,1,1,0.07142857142857142,0.07142857142857142,0
44978,"Bis[(2-ethyl-2,5-dimethylhexanoyl)oxy](dimethyl)stannane",default,14,6,6,0.42857142857142855,0.42857142857142855,0
44856,Ethyl [3-(triethoxysilyl)propyl]carbamate,default,14,2,2,0.14285714285714285,0.14285714285714285,0
44787,4-Hydroxy-7-(phenylamino)naphthalene-2-sulfonic acid,default,14,6,6,0.42857142857142855,0.42857142857142855,0
44972,"1,10-Decanediol dimethacrylate",default,14,2,2,0.14285714285714285,0.14285714285714285,0
44881,Methyl [3-(trimethoxysilyl)propyl]carbamate,default,14,5,5,0.35714285714285715,0.35714285714285715,0
44783,"2-Silylpropyl-urea, Si-(ethoxy and methoxy) derivs",default,14,1,1,0.07142857142857142,0.07142857142857142,0
28040,"N-(1-Ethylpropyl)-3,4-xylidine",default,14,4,4,0.2857142857142857,0.2857142857142857,0
37493,Atraton,default,14,2,2,0.14285714285714285,0.14285714285714285,0
44963,"4-(3-Methyl-5-oxo-4,5-dihydro-1H-pyrazol-1-yl)benzoic acid",default,14,3,3,0.21428571428571427,0.21428571428571427,0
47101,"2,3-Diethylpyrazine",default,14,1,1,0.07142857142857142,0.07142857142857142,0
47089,"2,3-Butanedithiol",default,14,3,3,0.21428571428571427,0.21428571428571427,0
47067,Lepidine,default,14,1,1,0.07142857142857142,0.07142857142857142,0
47027,Ditridecyl phthalate (mixture of branched chain isomers),default,14,2,2,0.14285714285714285,0.14285714285714285,0
40774,"alpha,beta-Thujone",default,14,2,2,0.14285714285714285,0.14285714285714285,0
41880,Dimetilan,default,14,5,5,0.35714285714285715,0.35714285714285715,0
41797,(+/-)-Coumachlor,default,14,4,4,0.2857142857142857,0.2857142857142857,0
44733,Sodium 3-nitrobenzoate,default,14,1,1,0.07142857142857142,0.07142857142857142,0
42364,Quinmerac,default,14,1,1,0.07142857142857142,0.07142857142857142,0
34355,Triflumuron,estimated,14,2,1,0.14285714285714285,0.07142857142857142,1
41370,"3-(Hydroxymethyl)pentane-2,4-diol",default,14,1,1,0.07142857142857142,0.07142857142857142,0
41625,Benzadox,default,14,1,1,0.07142857142857142,0.07142857142857142,0
44542,Citral oxime,default,14,3,3,0.21428571428571427,0.21428571428571427,0
34844,Procyazine,default,14,4,4,0.2857142857142857,0.2857142857142857,0
42285,Phosfolan,default,14,5,5,0.35714285714285715,0.35714285714285715,0
41850,Dicapthon,estimated,14,8,5,0.5714285714285714,0.35714285714285715,3
41329,"2,4,5-T 2-Ethylhexyl",default,14,1,1,0.07142857142857142,0.07142857142857142,0
37527,Diethofencarb,default,14,3,3,0.21428571428571427,0.21428571428571427,0
41328,"2,4,5-T-butotyl",default,14,2,2,0.14285714285714285,0.14285714285714285,0
41404,"2-Chloro-4,5-dimethylphenol",estimated,14,3,0,0.21428571428571427,0.0,3
44725,Butyl hydroxyacetate,default,14,2,2,0.14285714285714285,0.14285714285714285,0
44521,Diatrizoic acid,default,14,1,1,0.07142857142857142,0.07142857142857142,0
41363,"2,4-Dichlorophenylacetic acid",default,14,2,2,0.14285714285714285,0.14285714285714285,0
40740,2-Methyl-3-isothiazolone hydrochloride,estimated,14,8,6,0.5714285714285714,0.42857142857142855,2
41452,2-(1-Methylbutyl)phenol,estimated,14,9,0,0.6428571428571429,0.0,9
41446,2-Phenylcyclohexanol,default,14,1,1,0.07142857142857142,0.07142857142857142,0
44698,Dibutan-2-yl disulfide,default,14,2,2,0.14285714285714285,0.14285714285714285,0
34968,"2,4-Dithiobiuret",default,14,6,6,0.42857142857142855,0.42857142857142855,0
41607,Anabasine,default,14,2,2,0.14285714285714285,0.14285714285714285,0
42266,Pentyl sulfide,default,14,1,1,0.07142857142857142,0.07142857142857142,0
41656,"3,5-Dibromo-4-hydroxybenzoic acid",default,14,2,2,0.14285714285714285,0.14285714285714285,0
44715,"2,2-Dimethyl-2,3-dihydro-1-benzofuran-7-amine",default,14,2,2,0.14285714285714285,0.14285714285714285,0
44751,"2-Aminobenzene-1,4-disulfonic acid",default,14,1,1,0.07142857142857142,0.07142857142857142,0
41621,Benazolin-ethyl,estimated,14,5,1,0.35714285714285715,0.07142857142857142,4
42157,Metobromuron,default,14,4,4,0.2857142857142857,0.2857142857142857,0
44486,"1,3-Dipropan-2-ylurea",default,14,1,1,0.07142857142857142,0.07142857142857142,0
42145,"Methyl 2,3-dibromopropionate",default,14,5,5,0.35714285714285715,0.35714285714285715,0
44485,4-Ethoxy-4-oxobut-2-enoic acid,default,14,5,5,0.35714285714285715,0.35714285714285715,0
41627,2-Amino-N-(1-methylethyl)benzamide,default,14,1,1,0.07142857142857142,0.07142857142857142,0
44484,Isononanamine,default,14,2,2,0.14285714285714285,0.14285714285714285,0
42208,N-Methyl-alpha-phenylbenzeneacetamide,estimated,14,2,1,0.14285714285714285,0.07142857142857142,1
40714,"2-Chloro-4,6-dimethylaniline",default,14,1,1,0.07142857142857142,0.07142857142857142,0
44738,"Ethyl 5-oxo-1-phenyl-4,5-dihydro-1H-pyrazole-3-carboxylate",default,14,5,5,0.35714285714285715,0.35714285714285715,0
42117,Mecarbam,default,14,6,6,0.42857142857142855,0.42857142857142855,0
44412,4-Methyl-1-phenylpyrazolidin-3-one,default,14,6,6,0.42857142857142855,0.42857142857142855,0
46986,dl-Tartaric acid,default,14,1,1,0.07142857142857142,0.07142857142857142,0
44431,2-(tert-Butylamino)ethanol,default,14,2,2,0.14285714285714285,0.14285714285714285,0
44452,"1,6-Dibromohexane",default,14,4,4,0.2857142857142857,0.2857142857142857,0
41917,"2,2',2'',2'''-(1,2-Ethanediyldinitrilo)tetrakisethanol",default,14,2,2,0.14285714285714285,0.14285714285714285,0
41403,"2-Chloro-1,4-dimethoxybenzene",default,14,1,1,0.07142857142857142,0.07142857142857142,0
44455,"1,6-Hexanediol dimethacrylate",default,14,1,1,0.07142857142857142,0.07142857142857142,0
44410,"Potassium 2,5-dihydroxybenzenesulfonate",default,14,4,4,0.2857142857142857,0.2857142857142857,0
44407,3-Amino-4-methylbenzamide,default,14,1,1,0.07142857142857142,0.07142857142857142,0
41659,4-Cyanobenzoic acid,default,14,2,2,0.14285714285714285,0.14285714285714285,0
40702,"2,4-Dichlorotoluene",default,14,1,1,0.07142857142857142,0.07142857142857142,0
44439,Butyl cyanoacetate,default,14,5,5,0.35714285714285715,0.35714285714285715,0
44420,Phenol Red sodium salt,estimated,14,5,1,0.35714285714285715,0.07142857142857142,4
44373,Tromethamine hydrochloride,default,14,3,3,0.21428571428571427,0.21428571428571427,0
44401,"Benzenecarboximidamide, monohydrochloride",default,14,1,1,0.07142857142857142,0.07142857142857142,0
44438,Tetrahydro-2H-pyran-2-one,default,14,1,1,0.07142857142857142,0.07142857142857142,0
44393,Dimethylglyoxime,default,14,3,3,0.21428571428571427,0.21428571428571427,0
44397,Trifluoromethanesulfonic acid,default,14,1,1,0.07142857142857142,0.07142857142857142,0
42181,N-(3-Chloro-4-methylphenyl)acetamide,default,14,2,2,0.14285714285714285,0.14285714285714285,0
42252,4-(Dimethylamino)phenylthiocyanate,estimated,14,6,3,0.42857142857142855,0.21428571428571427,3
40404,9-cis- Retinoic acid,estimated,14,5,5,0.35714285714285715,0.35714285714285715,0
41783,Chlorthiamid,default,14,1,1,0.07142857142857142,0.07142857142857142,0
42080,Isoxathion,default,14,9,9,0.6428571428571429,0.6428571428571429,0
44682,"N,N,N-Trimethyl-3-[(2-methylacryloyl)amino]propan-1-aminium chloride",default,14,1,1,0.07142857142857142,0.07142857142857142,0
44709,"N-(2,5-Dimethoxyphenyl)-3-oxobutanamide",default,14,2,2,0.14285714285714285,0.14285714285714285,0
41873,Dimethametryn,default,14,3,3,0.21428571428571427,0.21428571428571427,0
44692,Scopolamine hydrochloride,default,14,1,1,0.07142857142857142,0.07142857142857142,0
41541,"2,8-Dimethylnonan-5-one",default,14,3,3,0.21428571428571427,0.21428571428571427,0
42146,"Methyl 3,5-dichlorobenzoate",default,14,1,1,0.07142857142857142,0.07142857142857142,0
40739,Kasugamycin hydrochloride,default,14,1,1,0.07142857142857142,0.07142857142857142,0
44714,N2-(4-Nitrophenyl)-L-glutamine hydrochloride(1:1),estimated,14,1,0,0.07142857142857142,0.0,1
44679,Octylphosphonic acid,default,14,1,1,0.07142857142857142,0.07142857142857142,0
44724,Aluminum triformate,default,14,1,1,0.07142857142857142,0.07142857142857142,0
42360,N-(4-Nitrophenyl)-N'-(3-pyridinylmethyl)urea,estimated,14,6,1,0.42857142857142855,0.07142857142857142,5
44710,"2,6-Dichloro-3-methylaniline",estimated,14,6,0,0.42857142857142855,0.0,6
41468,"N-(3,4-Dichlorophenyl)urea",default,14,6,6,0.42857142857142855,0.42857142857142855,0
41987,Flurochloridone,estimated,14,5,2,0.35714285714285715,0.14285714285714285,3
37515,Crufomate,estimated,14,7,6,0.5,0.42857142857142855,1
44523,5-Amino-2-methylbenzenesulfonic acid,default,14,2,2,0.14285714285714285,0.14285714285714285,0
41698,Butoxycarboxim,estimated,14,5,1,0.35714285714285715,0.07142857142857142,4
47090,5-Methylquinoxaline,default,14,2,2,0.14285714285714285,0.14285714285714285,0
47028,D-Lactitol monohydrate,default,14,2,2,0.14285714285714285,0.14285714285714285,0
47085,Acetylpyrazine,default,14,2,2,0.14285714285714285,0.14285714285714285,0
47075,"2,3,5-Trimethylpyrazine",estimated,14,2,0,0.14285714285714285,0.0,2
47043,Potassium tetrathionate,default,14,2,2,0.14285714285714285,0.14285714285714285,0
47039,N-Ethyl-2-(isopropyl)-5-methylcyclohexanecarboxamide,default,14,2,2,0.14285714285714285,0.14285714285714285,0
47036,Thiocyclam oxalate,default,14,7,7,0.5,0.5,0
47041,Alloxydim sodium,default,14,2,2,0.14285714285714285,0.14285714285714285,0
42014,Glyoxime,default,14,1,1,0.07142857142857142,0.07142857142857142,0
47040,Zinc neodecanoate,default,14,4,4,0.2857142857142857,0.2857142857142857,0
41347,"2,4-D-isobutyl",default,14,3,3,0.21428571428571427,0.21428571428571427,0
41886,Dioxacarb,default,14,1,1,0.07142857142857142,0.07142857142857142,0
47606,(2E)-3-Phenylprop-2-en-1-yl propanoate,default,14,2,2,0.14285714285714285,0.14285714285714285,0
47459,Calcium saccharin hydrate,default,14,1,1,0.07142857142857142,0.07142857142857142,0
47121,2-Benzofurancarboxaldehyde,default,14,1,1,0.07142857142857142,0.07142857142857142,0
44599,3-(Octyloxy)propanenitrile,default,14,1,1,0.07142857142857142,0.07142857142857142,0
24726,Carbamide peroxide,default,14,3,3,0.21428571428571427,0.21428571428571427,0
47548,"1,1'-Oxybis(2,3,4,5-tetrabromobenzene)",default,14,2,2,0.14285714285714285,0.14285714285714285,0
47630,Tetronic 701,estimated,14,5,1,0.35714285714285715,0.07142857142857142,4
47239,cis-Nerolidol,default,14,4,4,0.2857142857142857,0.2857142857142857,0
47168,"rel-(2R,4aR,8aR)-Hexahydro-1,1,5,5-tetramethyl-2H-2,4a-methanonaphthalen-8(5H)-one",default,14,3,3,0.21428571428571427,0.21428571428571427,0
44648,N-[3-(Trimethoxysilyl)propyl]aniline,default,14,4,4,0.2857142857142857,0.2857142857142857,0
47450,5-Chlorobenzotriazole,default,14,5,5,0.35714285714285715,0.35714285714285715,0
44655,"N,N-Diethyldodecanamide",default,14,4,4,0.2857142857142857,0.2857142857142857,0
47140,Isopropyl citrate (Mixture),default,14,4,4,0.2857142857142857,0.2857142857142857,0
44627,1-Hydroxybenzotriazole,estimated,14,4,0,0.2857142857142857,0.0,4
47501,Poly[oxy(methylsilylene)],default,14,3,3,0.21428571428571427,0.21428571428571427,0
47453,Dipiperidinomethane,default,14,1,1,0.07142857142857142,0.07142857142857142,0
47661,S-Furfuryl thioacetate,default,14,3,3,0.21428571428571427,0.21428571428571427,0
47543,Furalaxyl,default,14,3,3,0.21428571428571427,0.21428571428571427,0
47427,"2,4-DB-isooctyl ester",default,14,1,1,0.07142857142857142,0.07142857142857142,0
47397,Venlafaxine hydrochloride,default,14,2,2,0.14285714285714285,0.14285714285714285,0
44619,N-Methyloctan-1-amine,default,14,1,1,0.07142857142857142,0.07142857142857142,0
47196,"6,7-Dihydro-5-methyl-5H-cyclopentapyrazine",default,14,1,1,0.07142857142857142,0.07142857142857142,0
47243,Ammonium glycyrrhizinate trihydrate,default,14,2,2,0.14285714285714285,0.14285714285714285,0
44624,Octyl prop-2-enoate,default,14,1,1,0.07142857142857142,0.07142857142857142,0
47726,trans-2-Ethoxy-5-(1-propenyl)phenol,default,14,3,3,0.21428571428571427,0.21428571428571427,0
47417,4-Hydroxy-5-methyl-3-furanone,default,14,1,1,0.07142857142857142,0.07142857142857142,0
47631,"(2E,4E)-Hexa-2,4-dien-1-ol",estimated,14,5,0,0.35714285714285715,0.0,5
47556,"3,7-Dimethyloct-6-en-1-yl 2-methylbut-2-enoate",default,14,1,1,0.07142857142857142,0.07142857142857142,0
47423,2-Acetoxy-5-nitrobenzyl chloride,estimated,14,4,2,0.2857142857142857,0.14285714285714285,2
47660,"3,5-Dimethyl-1,2-cyclopentanedione",estimated,14,1,0,0.07142857142857142,0.0,1
47723,Trithioacetone,estimated,14,1,0,0.07142857142857142,0.0,1
47637,Methyl (2E)-2-nonenoate,estimated,14,1,0,0.07142857142857142,0.0,1
47707,(Methylthio)methylpyrazine,estimated,14,1,0,0.07142857142857142,0.0,1
47678,"5,6,7,8-Tetrahydroquinoxaline",estimated,14,1,0,0.07142857142857142,0.0,1
47730,Orange terpenes,estimated,14,6,1,0.42857142857142855,0.07142857142857142,5
47663,1-Furfurylpyrrole,default,14,1,1,0.07142857142857142,0.07142857142857142,0
44241,2-Methylhexanoic acid,default,14,1,1,0.07142857142857142,0.07142857142857142,0
44625,"N,N-Bis(2-hydroxyethyl)formamide",default,14,1,1,0.07142857142857142,0.07142857142857142,0
44650,"2,2'-[(4-Methylphenyl)imino]diethanol",default,14,3,3,0.21428571428571427,0.21428571428571427,0
44638,3-(Methyldiethoxysilyl)propyl glycidyl ether,default,14,3,3,0.21428571428571427,0.21428571428571427,0
44631,"3-Oxo-N-(2-oxo-2,3-dihydro-1H-benzimidazol-5-yl)butanamide",default,14,1,1,0.07142857142857142,0.07142857142857142,0
44606,"3,3'-(4-Methylbenzene-1,3-diyl)bis(1,1-dimethylurea)",default,14,1,1,0.07142857142857142,0.07142857142857142,0
44251,4-Ethoxyphenol,estimated,14,6,0,0.42857142857142855,0.0,6
47110,"trans,trans-Farnesyl acetate",default,14,4,4,0.2857142857142857,0.2857142857142857,0
44597,"(Phenylphosphoryl)bis[(2,4,6-trimethylphenyl)methanone]",default,14,2,2,0.14285714285714285,0.14285714285714285,0
44622,Aluminum butan-2-olate (2Z)-4-ethoxy-4-oxobut-2-en-2-olate (1:2:1),default,14,1,1,0.07142857142857142,0.07142857142857142,0
47150,tert-Butyl hydrogen phthalate,default,14,2,2,0.14285714285714285,0.14285714285714285,0
44632,Dimethyl dihydrogen diphosphate,default,14,2,2,0.14285714285714285,0.14285714285714285,0
28776,"Phenol, 4-methyl-, reaction products with dicyclopentadiene and isobutylene",default,14,4,4,0.2857142857142857,0.2857142857142857,0
47118,2-Methyl-3-furanthiol,default,14,5,5,0.35714285714285715,0.35714285714285715,0
44617,[3-(Trifluoromethyl)phenyl]acetonitrile,default,14,2,2,0.14285714285714285,0.14285714285714285,0
47134,2-Octen-4-one,default,14,1,1,0.07142857142857142,0.07142857142857142,0
47670,4-Hexen-3-one,default,14,6,6,0.42857142857142855,0.42857142857142855,0
47687,Calcium L-ascorbate dihydrate,default,14,5,5,0.35714285714285715,0.35714285714285715,0
47694,Quinine hydrochloride dihydrate,estimated,14,6,2,0.42857142857142855,0.14285714285714285,4
47704,Methyl 2-methyl-3-furyl disulfide,default,14,4,4,0.2857142857142857,0.2857142857142857,0
29575,{4-[(Ethenyloxy)methyl]cyclohexyl}methanol,default,14,1,1,0.07142857142857142,0.07142857142857142,0
44603,3-[Bis(2-hydroxyethyl)amino]propanenitrile,default,14,2,2,0.14285714285714285,0.14285714285714285,0
47474,"1,8-Octanedithiol",estimated,14,3,0,0.21428571428571427,0.0,3
47182,Propylene glycol dipelargonate,default,14,2,2,0.14285714285714285,0.14285714285714285,0
47404,Methapyrilene fumarate,default,14,8,8,0.5714285714285714,0.5714285714285714,0
47675,"3-Methylcyclohexane-1,2-dione",default,14,1,1,0.07142857142857142,0.07142857142857142,0
47206,trans-2-Methoxycinnamaldehyde,default,14,7,7,0.5,0.5,0
47523,Sodium 4-isopropylbenzenesulfonate,default,14,1,1,0.07142857142857142,0.07142857142857142,0
42378,Chloro(dimethyl)vinylsilane,default,13,3,3,0.23076923076923078,0.23076923076923078,0
44422,"N-(2-Aminoethyl)-N'-[3-(trimethoxysilyl)propyl]ethane-1,2-diamine",default,13,1,1,0.07692307692307693,0.07692307692307693,0
44943,"N,N-Dimethyl-2-(morpholin-4-yl)ethanamine",default,13,1,1,0.07692307692307693,0.07692307692307693,0
44558,Ethylmercurichlorendimide,estimated,13,11,2,0.8461538461538461,0.15384615384615385,9
40801,(+/-)-Indoxacarb,default,13,3,3,0.23076923076923078,0.23076923076923078,0
44611,"1,5-Naphthalenedisulfonic acid, 2-amino-, sodium salt (1:1)",default,13,1,1,0.07692307692307693,0.07692307692307693,0
37579,Nitrothal-isopropyl,default,14,5,5,0.35714285714285715,0.35714285714285715,0
858867,EPAMED_Water_Set2-1,default,4,1,1,0.25,0.25,0
858876,EPAMED_Water_Set2-10,default,4,1,1,0.25,0.25,0
858877,EPAMED_Water_Set2-11,default,4,2,2,0.5,0.5,0
858878,EPAMED_Water_Set2-12,default,4,2,2,0.5,0.5,0
858879,EPAMED_Water_Set2-13,default,4,2,2,0.5,0.5,0
858880,EPAMED_Water_Set2-14,default,4,2,2,0.5,0.5,0
858881,EPAMED_Water_Set2-15,default,4,2,2,0.5,0.5,0
858882,EPAMED_Water_Set2-16,default,4,1,1,0.25,0.25,0
858883,EPAMED_Water_Set2-17,default,4,1,1,0.25,0.25,0
858884,EPAMED_Water_Set2-18,default,4,2,2,0.5,0.5,0
858885,EPAMED_Water_Set2-19,default,4,2,2,0.5,0.5,0
858868,EPAMED_Water_Set2-2,default,4,2,2,0.5,0.5,0
858886,EPAMED_Water_Set2-20,default,4,2,2,0.5,0.5,0
858887,EPAMED_Water_Set2-21,default,4,2,2,0.5,0.5,0
858888,EPAMED_Water_Set2-22,default,4,2,2,0.5,0.5,0
858889,EPAMED_Water_Set2-23,default,4,2,2,0.5,0.5,0
858890,EPAMED_Water_Set2-24,default,4,1,1,0.25,0.25,0
858891,EPAMED_Water_Set2-25,default,4,2,2,0.5,0.5,0
858893,EPAMED_Water_Set2-27,default,4,2,2,0.5,0.5,0
858894,EPAMED_Water_Set2-28,default,4,1,1,0.25,0.25,0
858895,EPAMED_Water_Set2-29,default,4,2,2,0.5,0.5,0
858869,EPAMED_Water_Set2-3,default,4,2,2,0.5,0.5,0
858896,EPAMED_Water_Set2-30,default,4,2,2,0.5,0.5,0
858897,EPAMED_Water_Set2-31,default,4,2,2,0.5,0.5,0
858898,EPAMED_Water_Set2-32,default,4,2,2,0.5,0.5,0
858899,EPAMED_Water_Set2-33,default,4,1,1,0.25,0.25,0
858901,EPAMED_Water_Set2-35,default,4,1,1,0.25,0.25,0
858902,EPAMED_Water_Set2-36,default,4,2,2,0.5,0.5,0
858903,EPAMED_Water_Set2-37,default,4,2,2,0.5,0.5,0
858904,EPAMED_Water_Set2-38,default,4,2,2,0.5,0.5,0
858870,EPAMED_Water_Set2-4,default,4,2,2,0.5,0.5,0
858905,EPAMED_Water_Set2-39,default,4,2,2,0.5,0.5,0
858906,EPAMED_Water_Set2-40,default,4,2,2,0.5,0.5,0
858907,EPAMED_Water_Set2-41,default,4,2,2,0.5,0.5,0
858908,EPAMED_Water_Set2-42,default,4,2,2,0.5,0.5,0
858909,EPAMED_Water_Set2-43,default,4,1,1,0.25,0.25,0
858910,EPAMED_Water_Set2-44,default,4,2,2,0.5,0.5,0
858911,EPAMED_Water_Set2-45,default,4,1,1,0.25,0.25,0
858912,EPAMED_Water_Set2-46,default,4,2,2,0.5,0.5,0
858913,EPAMED_Water_Set2-47,default,4,2,2,0.5,0.5,0
858914,EPAMED_Water_Set2-48,default,4,2,2,0.5,0.5,0
858871,EPAMED_Water_Set2-5,default,4,2,2,0.5,0.5,0
858915,EPAMED_Water_Set2-49,default,4,2,2,0.5,0.5,0
