chid,casn,chnm,n_tested,n_active,n_selective,n_biofamilies_active,n_biofamilies_selective,family_loss
24474,88-23-3,6-Amino-4-chloro-1-phenol-2-sulfonic acid,263,5,5,3,3,0
26022,127-85-5,Sodium arsanilate,263,8,8,3,3,0
26231,480-22-8,"1,8,9-Trihydroxyanthracene",263,2,2,2,2,0
25093,101-70-2,"4,4'-Dimethoxydiphenylamine",263,30,5,7,3,4
49295,39511-08-5,(E)-3-(2-Furyl)acrolein,263,0,0,0,0,0
24783,2206-89-5,2-Chloroethyl acrylate,263,0,0,0,0,0
24522,463-04-7,Pentyl nitrite,263,1,1,1,1,0
25665,636-26-0,5-Methyl-2-thiouracil,263,5,5,4,4,0
25696,2243-61-0,"1,4-Naphthalenediamine",263,132,38,9,8,1
49327,605-32-3,2-Hydroxyanthraquinone,263,38,10,8,6,2
49373,92146-82-2,tert-Butyl-3-aminobenzoate,263,10,10,3,3,0
49379,96568-04-6,"Ethyl 2,6-dichloro-5-fluoro-β-oxo-3-pyridinepropionate",263,5,5,2,2,0
49256,2510-55-6,9-Cyanophenanthrene,263,23,23,7,7,0
49407,253-52-1,Phthalazine,263,0,0,0,0,0
49260,2693-46-1,3-Aminofluoranthene,263,87,23,10,8,2
49261,2835-97-4,2-Amino-m-cresol,263,38,9,7,6,1
49262,2835-99-6,4-Amino-m-cresol,263,59,3,7,1,6
49410,290-37-9,Pyrazine,263,1,1,1,1,0
47744,321-60-8,2-Fluorobiphenyl,263,6,0,3,0,3
49271,3331-46-2,"9,10-Dihydrobenzo[a]pyren-7(8H)-one",263,72,10,7,5,2
49272,333-27-7,Methyl trifluoromethanesulfonate,263,17,1,4,1,3
47745,367-12-4,2-Fluorophenol,263,1,1,1,1,0
49287,3764-01-0,"2,4,6-Trichloropyrimidine",263,4,4,4,4,0
49411,420-12-2,Ethylene sulfide,263,1,1,1,1,0
49303,4584-57-0,"1,4-Dimethylamino-4-nitrostilbene",263,12,12,5,5,0
49307,486-25-9,9-Fluorenone,263,3,3,1,1,0
49412,491-36-1,4-Hydroxyquinazoline,263,59,1,6,1,5
49309,50438-75-0,"p-N,N-Dimethylaminophenethanol",263,8,1,2,1,1
49312,523-27-3,"9,10-Dibromoanthracene",263,25,25,4,4,0
49416,533-75-5,Tropolone,263,27,7,7,6,1
49316,5401-94-5,5-Nitroindazole,263,3,3,2,2,0
49417,541-59-3,Maleimide,263,141,8,10,4,6
49418,544-16-1,N-Butylnitrite,263,0,0,0,0,0
49318,5502-78-3,9-Methylguanine,263,1,1,1,1,0
22060,552-89-6,2-Nitrobenzaldehyde,263,8,8,4,4,0
22061,555-16-8,4-Nitrobenzaldehyde,263,15,15,5,5,0
49420,56-05-3,"2-Amino-4,6-dichloropyrimidine",263,4,4,4,4,0
49321,573-17-1,9-Bromophenanthrene,263,25,2,7,2,5
49324,59-49-4,2-Benzoxazolinone,263,1,1,1,1,0
49330,609-15-4,Ethyl 2-chloroacetoacetate,263,3,3,2,2,0
49331,611-09-6,5-Nitroisatin,263,40,6,6,4,2
49340,63041-77-0,7-Methylbenzo(a)pyrene,263,61,49,7,5,2
49424,6674-22-2,"1,8-Diazabicyclo[5.4.0]undec-7-ene",263,3,3,2,2,0
49425,670-54-2,Tetracyanoethylene,263,11,11,6,6,0
49426,70-11-1,2-Bromoacetophenone,263,23,23,8,8,0
49427,723-62-6,9-Anthracenecarboxylic acid,263,8,0,4,0,4
49428,7364-25-2,3-Indazolinone,263,11,11,6,6,0
24286,75-55-8,Propyleneimine,263,0,0,0,0,0
41269,77-53-2,(+)-Cedrol,263,30,0,9,0,9
49357,781-73-7,2-Acetylfluorene,263,17,17,6,6,0
49429,82-86-0,Acenaphthenequinone,263,29,3,7,1,6
49431,90-44-8,Anthrone,263,23,1,6,1,5
49432,91-19-0,Quinoxaline,263,1,1,1,1,0
49376,935-69-3,7-Methyladenine,263,0,0,0,0,0
49377,938-85-2,1-Methylguanine,263,8,2,3,2,1
49382,994-28-5,Triethylgermanium chloride,263,1,1,1,1,0
49383,99-61-6,3-Nitrobenzaldehyde,263,0,0,0,0,0
49243,2039-76-1,3-Acetylphenanthrene,263,35,4,6,2,4
43829,2735-04-8,"2,4-Dimethoxyaniline",263,33,3,7,2,5
49224,1564-64-3,9-Bromoanthracene,263,35,35,6,6,0
49306,4752-10-7,"1,4-Dichlorophthalazine",263,19,19,6,6,0
49230,17135-78-3,2-Chloroanthracene,263,33,33,7,7,0
49394,10373-78-1,(+/-)-Camphorquinone,263,1,1,1,1,0
49202,10527-16-9,10-Chloro-9-anthraldehyde,263,27,5,7,3,4
49209,1210-12-4,9-Cyanoanthracene,263,50,50,5,5,0
49213,131-09-9,2-Chloroanthraquinone,263,1,1,1,1,0
49221,1468-95-7,9-Anthracenemethanol,263,25,2,7,2,5
49405,20535-83-5,O6-Methylguanine,263,5,5,3,3,0
49402,13520-92-8,Zirconyl chloride octahydrate,263,1,1,1,1,0
25425,5470-11-1,Hydroxylamine hydrochloride,263,7,7,4,4,0
49223,153-78-6,2-Aminofluorene,263,19,19,5,5,0
25367,1455-77-2,Guanazole,263,4,4,2,2,0
49403,1640-39-7,"2,3,3-Trimethylindolenine",263,8,0,2,0,2
49208,120-75-2,2-Methylbenzothiazole,263,1,1,1,1,0
49211,1222-98-6,4-Nitrochalcone,263,57,4,9,2,7
32077,10102-18-8,Sodium selenite,263,8,8,2,2,0
41148,3465-72-3,trans-Urocanic acid,263,2,2,1,1,0
49344,65055-17-6,3-Chloro-4-fluorobenzoyl chloride,263,2,2,1,1,0
26924,112-69-6,"N,N-Dimethyl-1-hexadecanamine",263,3,3,3,3,0
20682,118-74-1,Hexachlorobenzene,263,0,0,0,0,0
27066,137-16-6,"Glycine, N-methyl-N-(1-oxododecyl)-, sodium salt",263,0,0,0,0,0
29235,2437-56-1,1-Tridecene,263,0,0,0,0,0
27536,3386-33-2,Octadecyl chloride,263,4,4,3,3,0
20919,86-88-4,1-(1-Naphthyl)-2-thiourea,263,2,2,2,2,0
24128,87-82-1,Hexabromobenzene,263,9,9,5,5,0
49445,NOCAS_49445,NTP Mix57 CT1 62-EQP,263,3,3,2,2,0
49446,NOCAS_49446,NTP Mix58 CT1 62-GP,263,0,0,0,0,0
49447,NOCAS_49447,NTP Mix59 CT1 62-GP,263,11,1,2,1,1
49448,NOCAS_49448,NTP Mix60 CT1 62-GP,263,0,0,0,0,0
49449,NOCAS_49449,NTP Mix61 CT1 62-GP,263,1,1,1,1,0
49450,NOCAS_49450,NTP Mix62 CT1 62-GP,263,0,0,0,0,0
49451,NOCAS_49451,NTP Mix63 CT1 62-GP,263,0,0,0,0,0
49452,NOCAS_49452,NTP Mix64 CT1 62-GP,263,0,0,0,0,0
49453,NOCAS_49453,NTP Mix65 CT1 62-GP,263,1,1,1,1,0
49454,NOCAS_49454,NTP Mix66 CT1 62-GP,263,0,0,0,0,0
49455,NOCAS_49455,NTP Mix67 CT1 62-GP,263,0,0,0,0,0
49456,NOCAS_49456,NTP Mix68 CT1 62-GP,263,0,0,0,0,0
49457,NOCAS_49457,NTP Mix69 CT1 62-GP,263,1,1,1,1,0
49458,NOCAS_49458,NTP Mix70 CT1 62-GP,263,1,1,1,1,0
49459,NOCAS_49459,NTP Mix71 CT1 62-GP,263,0,0,0,0,0
49460,NOCAS_49460,NTP Mix72 CT1 62-GP,263,0,0,0,0,0
49461,NOCAS_49461,NTP Mix73 CT1 62-GP,263,1,1,1,1,0
49462,NOCAS_49462,NTP Mix74 CT1 62-GP,263,1,1,1,1,0
49463,NOCAS_49463,NTP Mix75 CT1 62-GP,263,0,0,0,0,0
49464,NOCAS_49464,NTP Mix76 CT1 62-GP,263,0,0,0,0,0
49465,NOCAS_49465,NTP Mix77 CT1 62-GP,263,0,0,0,0,0
49466,NOCAS_49466,NTP Mix78 CT1 62-GP,263,0,0,0,0,0
49467,NOCAS_49467,NTP Mix79 CT1 62-GP,263,1,1,1,1,0
49468,NOCAS_49468,NTP Mix80 CT1 62-GP,263,0,0,0,0,0
49469,NOCAS_49469,NTP Mix81 CT1 62-GP,263,1,1,1,1,0
49470,NOCAS_49470,NTP Mix52 CT1 3-EQP,263,7,1,2,1,1
49471,NOCAS_49471,NTP Mix39 CT1 2-EQP,263,8,0,2,0,2
49472,NOCAS_49472,NTP Mix53 CT1 3-EQP,263,6,1,2,1,1
49473,NOCAS_49473,NTP Mix54 CT1 3-EQP,263,0,0,0,0,0
49474,NOCAS_49474,NTP Mix55 CT1 3-EQP,263,0,0,0,0,0
49475,NOCAS_49475,NTP Mix56 CT1 3-EQP,263,3,3,3,3,0
49476,NOCAS_49476,NTP Mix40 CT1 3-EQP,263,2,2,2,2,0
49477,NOCAS_49477,NTP Mix41 CT1 3-EQP,263,2,2,2,2,0
49478,NOCAS_49478,NTP Mix42 CT1 3-EQP,263,1,1,1,1,0
49479,NOCAS_49479,NTP Mix33 CT1 1-EQP,263,1,1,1,1,0
49480,NOCAS_49480,NTP Mix43 CT1 3-EQP,263,1,1,1,1,0
49481,NOCAS_49481,NTP Mix44 CT1 3-EQP,263,1,1,1,1,0
49482,NOCAS_49482,NTP Mix45 CT1 3-EQP,263,1,1,1,1,0
49483,NOCAS_49483,NTP Mix36 CT1 2-EQP,263,1,1,1,1,0
49484,NOCAS_49484,NTP Mix37 CT1 2-EQP,263,1,1,1,1,0
49485,NOCAS_49485,NTP Mix46 CT1 3-EQP,263,1,1,1,1,0
49486,NOCAS_49486,NTP Mix34 CT1 1-EQP,263,0,0,0,0,0
49487,NOCAS_49487,NTP Mix47 CT1 3-EQP,263,0,0,0,0,0
49488,NOCAS_49488,NTP Mix48 CT1 3-EQP,263,0,0,0,0,0
49489,NOCAS_49489,NTP Mix49 CT1 3-EQP,263,0,0,0,0,0
49490,NOCAS_49490,NTP Mix38 CT1 2-EQP,263,0,0,0,0,0
49491,NOCAS_49491,NTP Mix50 CT1 3-EQP,263,1,1,1,1,0
49492,NOCAS_49492,NTP Mix35 CT1 1-EQP,263,1,1,1,1,0
49493,NOCAS_49493,NTP Mix51 CT1 3-EQP,263,2,2,2,2,0
49494,NOCAS_49494,NTP Mix1 AR1 4-EQP,263,11,11,4,4,0
49495,NOCAS_49495,NTP Mix2 AR1 4-EQP,263,31,10,6,2,4
49496,NOCAS_49496,NTP Mix3 AR1 8-EQP,263,21,21,4,4,0
49497,NOCAS_49497,NTP Mix4 AR1 8-EQC,263,11,11,3,3,0
49498,NOCAS_49498,NTP Mix5 AR1 8-7EQP,263,9,9,2,2,0
49499,NOCAS_49499,NTP Mix6 AR1 8-7EQP,263,8,8,2,2,0
49500,NOCAS_49500,NTP Mix7 AR1 8-7EQP,263,9,9,2,2,0
49501,NOCAS_49501,NTP Mix8 AR1 8-7EQP,263,12,12,5,5,0
49502,NOCAS_49502,NTP Mix9 AR1 8-7EQP,263,16,16,4,4,0
49503,NOCAS_49503,NTP Mix10 AR1 8-7EQP,263,8,8,3,3,0
49504,NOCAS_49504,NTP Mix11 AR1 8-7EQP,263,22,22,5,5,0
49505,NOCAS_49505,NTP Mix12 AR1 8-7EQP,263,8,8,3,3,0
49506,NOCAS_49506,NTP Mix13 AR1 8-GP,263,13,13,5,5,0
49507,NOCAS_49507,NTP Mix14 AR1 8-GP,263,13,13,4,4,0
49508,NOCAS_49508,NTP Mix15 AR1 8-GP,263,16,16,5,5,0
49509,NOCAS_49509,NTP Mix16 AR1 8-GP,263,23,23,5,5,0
49510,NOCAS_49510,NTP Mix17 AR1 8-GP,263,22,22,5,5,0
49511,NOCAS_49511,NTP Mix18 AR1 8-GP,263,24,5,5,2,3
49512,NOCAS_49512,NTP Mix19 AR1 8-GP,263,25,8,6,2,4
49513,NOCAS_49513,NTP Mix20 AR1 8-GP,263,11,11,4,4,0
49514,NOCAS_49514,NTP Mix118 ER1 5-EQP,263,21,3,6,2,4
49515,NOCAS_49515,NTP Mix117 ER1 5-EQP,263,10,10,4,4,0
49516,NOCAS_49516,NTP Mix96 ER1 10-EQP,263,19,2,6,2,4
49517,NOCAS_49517,NTP Mix97 ER1 10-EQC,263,7,7,3,3,0
49518,NOCAS_49518,NTP Mix99 ER1 10-EQP,263,10,10,4,4,0
49519,NOCAS_49519,NTP Mix98 ER1 10-EQP,263,1,1,1,1,0
49520,NOCAS_49520,NTP Mix100 ER1 10-EQP,263,1,1,1,1,0
49521,NOCAS_49521,NTP Mix101 ER1 10-EQP,263,5,5,3,3,0
49522,NOCAS_49522,NTP Mix102 ER1 10-EQP,263,3,3,2,2,0
49523,NOCAS_49523,NTP Mix103 ER1 10-EQP,263,4,4,2,2,0
49524,NOCAS_49524,NTP Mix104 ER1 10-EQP,263,3,3,2,2,0
49525,NOCAS_49525,NTP Mix105 ER1 10-EQP,263,3,3,2,2,0
49526,NOCAS_49526,NTP Mix106 ER1 10-EQP,263,3,3,2,2,0
49527,NOCAS_49527,NTP Mix107 ER1 10-EQP,263,2,2,2,2,0
49528,NOCAS_49528,NTP Mix108 ER1 10-GP,263,11,11,4,4,0
49529,NOCAS_49529,NTP Mix109 ER1 10-GP,263,9,9,4,4,0
49530,NOCAS_49530,NTP Mix110 ER1 10-GP,263,9,9,4,4,0
49531,NOCAS_49531,NTP Mix111 ER1 10-GP,263,13,13,6,6,0
49532,NOCAS_49532,NTP Mix112 ER1 10-GP,263,7,7,3,3,0
49533,NOCAS_49533,NTP Mix113 ER1 10-GP,263,11,11,3,3,0
49534,NOCAS_49534,NTP Mix114 ER1 10-GP,263,10,10,5,5,0
49535,NOCAS_49535,NTP Mix115 ER1 10-GP,263,12,12,5,5,0
49536,NOCAS_49536,NTP Mix116 ER1 10-GP,263,13,13,6,6,0
49537,NOCAS_49537,NTP Mix82 ER AR1 18-EQP,263,22,22,5,5,0
49538,NOCAS_49538,NTP Mix83 ER AR1 18-EQC,263,17,17,4,4,0
49555,NOCAS_49555,NTP Mix25 AR2 2-EQP,263,22,22,7,7,0
49540,NOCAS_49540,NTP Mix85 ER AR1 18-EQP,263,22,22,6,6,0
49541,NOCAS_49541,NTP Mix86 ER AR1 18-EQP,263,24,24,6,6,0
49542,NOCAS_49542,NTP Mix87 ER AR1 18-EQP,263,20,20,5,5,0
49543,NOCAS_49543,NTP Mix88 ER AR1 18-GP,263,22,22,5,5,0
49544,NOCAS_49544,NTP Mix89 ER AR1 18-GP,263,22,22,5,5,0
49545,NOCAS_49545,NTP Mix90 ER AR1 18-GP,263,25,25,5,5,0
49546,NOCAS_49546,NTP Mix91 ER AR1 18-GP,263,22,22,5,5,0
49547,NOCAS_49547,NTP Mix92 ER AR1 18-GP,263,22,22,5,5,0
49548,NOCAS_49548,NTP Mix93 ER AR1 18-GP,263,22,22,6,6,0
49549,NOCAS_49549,NTP Mix94 ER AR1 18-GP,263,23,23,6,6,0
49550,NOCAS_49550,NTP Mix95 ER AR1 18-GP,263,19,19,5,5,0
49551,NOCAS_49551,NTP Mix21 AR2 2-EQP,263,33,9,7,3,4
49552,NOCAS_49552,NTP Mix22 AR2 2-EQP,263,24,6,5,3,2
49553,NOCAS_49553,NTP Mix23 AR2 2-EQP,263,24,8,6,3,3
44995,86-20-4,9-Ethyl-3-nitro-9H-carbazole,275,46,8,8,4,4
41973,80-38-6,Fenson,275,18,3,7,2,5
41913,60207-93-4,Etaconazole,275,30,3,5,1,4
44941,4273-98-7,2-(Phenylsulfonyl)aniline,275,9,9,4,4,0
29072,102268-15-5,"5-Ethyl-2,3-pyridinedicarboxylic acid",263,2,2,2,2,0
41336,136-32-3,"2,4,5-Trichlorophenol sodium salt",263,32,5,8,4,4
40290,13360-45-7,Chlorbromuron,263,22,1,5,1,4
37511,24934-91-6,Chlormephos,263,9,9,4,4,0
47030,10326-41-7,D-Lactic acid,263,2,2,2,2,0
41328,2545-59-7,"2,4,5-T-butotyl",263,5,5,2,2,0
41363,19719-28-9,"2,4-Dichlorophenylacetic acid",263,5,5,2,2,0
40740,26172-54-3,2-Methyl-3-isothiazolone hydrochloride,263,41,12,8,6,2
41452,87-26-3,2-(1-Methylbutyl)phenol,263,31,0,9,0,9
41446,1444-64-0,2-Phenylcyclohexanol,263,2,2,1,1,0
34957,107-49-3,Tetraethyl pyrophosphate,263,1,1,1,1,0
42315,140-89-6,Potassium ethyl xanthate,263,42,5,7,4,3
41799,5836-29-3,Coumatetralyl,263,13,13,4,4,0
44921,34443-12-4,OO-tert-butyl O-(2-ethylhexyl) peroxycarbonate,263,4,4,3,3,0
44313,626-89-1,4-Methylpentan-1-ol,263,0,0,0,0,0
44802,141-19-5,Bis(2-butoxyethyl) decanedioate,263,6,6,3,3,0
44819,46728-75-0,Lithium 3-carboxy-5-sulfobenzoate,263,2,2,1,1,0
44975,67151-63-7,1-{Bis[3-(dimethylamino)propyl]amino}propan-2-ol,263,0,0,0,0,0
41959,383-63-1,Ethyl trifluoroacetate,263,2,2,2,2,0
42320,7758-09-0,Potassium nitrite,263,0,0,0,0,0
42063,24353-61-5,Isocarbophos,263,14,14,6,6,0
42077,34123-59-6,Isoproturon,263,8,8,4,4,0
44923,34562-31-7,"3,5-Diethyl-1-phenyl-2-propyl-1,2-dihydropyridine",263,33,0,6,0,6
34903,7647-15-6,Sodium bromide,263,1,1,1,1,0
42338,132739-31-2,Di(propylene glycol) tert-butyl ether,263,4,4,4,4,0
44307,2217-02-9,(1R)-endo-(+)-Fenchyl alcohol,263,0,0,0,0,0
42188,1792-17-2,"N,N'-Dibutylurea",263,3,3,3,3,0
37545,29973-13-5,Ethiofencarb,263,11,11,6,6,0
41925,2941-55-1,Ethiolate,263,0,0,0,0,0
42352,13457-18-6,Pyrazophos,263,39,6,9,4,5
37576,1746-81-2,Monolinuron,263,6,6,4,4,0
42072,2631-40-5,Isoprocarb,263,15,15,7,7,0
42281,156-06-9,Phenylpyruvic acid,263,6,6,4,4,0
42149,55107-14-7,Methyl pivaloylacetate,263,6,0,3,0,3
42053,392-12-1,Indole-3-pyruvic acid,263,17,17,6,6,0
44314,1754-62-7,Methyl (E)-cinnamate,263,2,2,1,1,0
41916,2050-60-4,Dibutyl ethanedioate,263,0,0,0,0,0
42195,120-23-0,2-Naphthoxyacetic acid,263,2,2,2,2,0
41914,2752-17-2,"2,2'-Oxybis(ethylamine)",263,4,4,2,2,0
44857,17980-47-1,Triethoxy(2-methylpropyl)silane,263,11,11,4,4,0
44949,5187-23-5,"(5-Ethyl-1,3-dioxan-5-yl)methanol",263,1,1,1,1,0
44990,7779-31-9,"3,3,5-Trimethylcyclohexyl 2-methylprop-2-enoate",263,1,1,1,1,0
44935,39430-51-8,"Chromium acetate, basic",263,1,1,1,1,0
41545,19932-84-4,"6-Chloro-2,3-dihydrobenzoxazol-2-one",263,3,3,2,2,0
44811,19750-95-9,Chlordimeform hydrochloride,263,3,3,2,2,0
46980,312693-54-2,"Monosodium 8-amino-1-naphthol-3,6-disulfonate monohydrate",263,55,5,7,2,5
37594,26259-45-0,Secbumeton,263,12,1,4,1,3
37617,2631-37-0,Promecarb,263,20,20,7,7,0
46978,66455-29-6,C12-14-Alkyldimethyl betaines,263,27,0,4,0,4
44745,933-52-8,"2,2,4,4-Tetramethylcyclobutane-1,3-dione",263,0,0,0,0,0
37697,60397-77-5,"N-(2,4-Dimethylphenyl)formamide",263,2,2,1,1,0
41951,2882-19-1,2-Bromo-2-phenylacetic acid ethyl ester,263,4,4,3,3,0
42297,23505-41-1,Pirimiphos-ethyl,263,25,25,7,7,0
44737,86-16-8,"4-(2,5-Diethoxy-4-nitrophenyl)morpholine",263,15,1,3,1,2
44656,3386-87-6,"3,3'-(Ethylenedioxy)dipropiononitrile",263,2,2,2,2,0
44712,6770-38-3,"1,4-Bis(methoxymethyl)benzene",263,1,1,1,1,0
44588,14970-87-7,"2,2'-[Ethane-1,2-diylbis(oxy)]diethanethiol",263,14,14,4,4,0
44685,52196-74-4,"2-Chloro-1,4-diethoxybenzene",263,1,1,1,1,0
40614,113-24-6,Sodium pyruvate,263,2,2,2,2,0
44684,52126-51-9,"Sodium 5-oxo-1-(4-sulfophenyl)-4,5-dihydro-1H-pyrazole-3-carboxylate",263,2,2,1,1,0
44732,824-72-6,Phenylphosphonic dichloride,263,0,0,0,0,0
44743,93-00-5,6-Aminonaphthalene-2-sulfonic acid,263,4,4,2,2,0
44735,831-59-4,"Disodium benzene-1,3-disulfonate",263,1,1,1,1,0
44680,4985-85-7,"2,2'-[(3-Aminopropyl)imino]diethanol",263,1,1,1,1,0
44734,83016-70-0,2-[{2-[2-(Dimethylamino)ethoxy]ethyl}(methyl)amino]ethanol,263,1,1,1,1,0
44728,7575-23-7,"3-[(3-Sulfanylpropanoyl)oxy]-2,2-bis{[(3-sulfanylpropanoyl)oxy]methyl}propyl 3-sulfanylpropanoate",263,14,14,6,6,0
44667,4062-60-6,"N,N'-Di-tert-butylethane-1,2-diamine",263,1,1,1,1,0
46974,699-12-7,2-Phenylmercaptoethanol,263,11,0,4,0,4
41373,42482-06-4,2-Octen-1-ylsuccinic anhydride,263,3,3,2,2,0
44691,5495-84-1,2-Isopropylthioxanthone,263,42,8,8,4,4
42247,80443-63-6,"2-(2-(4-Chlorophenyl)ethyl)-2-(1,1-dimethylethyl)oxirane",263,10,10,4,4,0
44740,924-88-9,Dipropan-2-yl butanedioate,263,0,0,0,0,0
44686,52298-44-9,"4-Amino-2,5-dimethoxy-N-phenylbenzenesulfonamide",263,12,12,3,3,0
27772,15520-10-2,2-Methylpentanediamine,263,2,2,1,1,0
45005,94-99-5,"2,4-Dichloro-1-(chloromethyl)benzene",263,6,0,3,0,3
41884,63837-33-2,Diofenolan,263,41,5,9,4,5
41756,16118-49-3,Carbetamide,263,3,3,1,1,0
41964,38260-54-7,Etrimfos,263,6,6,4,4,0
37582,17040-19-6,Demeton-S-methyl sulfone,263,11,11,5,5,0
37508,6164-98-3,Chlordimeform,263,3,3,2,2,0
37612,24017-47-8,Triazophos,263,25,25,8,8,0
44731,81-83-4,"1H-Benzo[de]isoquinoline-1,3(2H)-dione",263,13,13,7,7,0
44660,3570-55-6,"2,2'-Sulfanediyldiethanethiol",263,0,0,0,0,0
44887,2449-05-0,"Dibenzyl diazene-1,2-dicarboxylate",263,15,15,6,6,0
44908,3010-96-6,"2,2,4,4-Tetramethylcyclobutane-1,3-diol",263,5,5,4,4,0
44979,6961-82-6,2-Chlorobenzenesulfonamide,263,0,0,0,0,0
44852,17252-51-6,"4,4'-Propane-1,3-diyldipyridine",263,12,12,3,3,0
44989,77771-02-9,3-Bromo-4-fluorobenzaldehyde,263,2,2,2,2,0
41626,5973-71-7,"3,4-Dimethylbenzaldehyde",263,1,1,1,1,0
44919,33007-83-9,"2,2-Bis{[(3-sulfanylpropanoyl)oxy]methyl}butyl 3-sulfanylpropanoate",263,11,11,7,7,0
44877,22987-10-6,N-(3-Aminophenyl)propanamide,263,2,2,1,1,0
44756,4501-58-0,"[(1R)-2,2,3-Trimethylcyclopent-3-en-1-yl]acetaldehyde",263,4,4,2,2,0
44845,16215-21-7,Butyl 3-mercaptopropionate,263,9,9,2,2,0
44916,32435-46-4,Bis(methacryloyloxyethyl) hydrogen phosphate,263,0,0,0,0,0
44967,6228-25-7,"1,3-Dioxane-5,5-diyldimethanol",263,0,0,0,0,0
44947,5117-12-4,4-(1-Oxo-2-propenyl)-morpholine,263,2,2,1,1,0
44933,38661-72-2,"1,3-Bis(isocyanatomethyl)cyclohexane",263,4,4,1,1,0
44867,1985-51-9,"2,2-Dimethylpropane-1,3-diyl bis(2-methylprop-2-enoate)",263,1,1,1,1,0
42259,80-00-2,4-Chlorophenyl phenyl sulfone,263,17,17,5,5,0
44820,50940-49-3,Acryloyloxyethyl succinate,263,15,15,6,6,0
44939,41424-36-6,"1,3,5-Tribromo-2-methoxy-4-methylbenzene",263,6,6,3,3,0
44854,17832-28-9,4-(Ethenyloxy)butan-1-ol,263,5,5,2,2,0
41918,1606-85-5,"1,4-Bis(2-hydroxyethoxy)-2-butyne",263,5,5,4,4,0
44879,23235-61-2,"2,2'-(Oxydimethanediyl)bis(2-ethylpropane-1,3-diol)",263,0,0,0,0,0
44930,37526-59-3,2-(Trifluoromethoxy)benzenesulfonamide,263,2,2,2,2,0
44785,119-17-5,"3-(3-Methyl-5-oxo-4,5-dihydro-1H-pyrazol-1-yl)benzenesulfonic acid",263,2,2,2,2,0
44805,14228-73-0,"2,2'-[Cyclohexane-1,4-diylbis(methanediyloxymethanediyl)]dioxirane",263,17,17,6,6,0
44807,1732-10-1,Dimethyl nonanedioate,263,2,2,1,1,0
44840,1561-92-8,Sodium 2-methylprop-2-ene-1-sulfonate,263,1,1,1,1,0
44875,2212-32-0,2-{[2-(Dimethylamino)ethyl](methyl)amino}ethanol,263,1,1,1,1,0
40715,48145-04-6,2-Phenoxyethyl acrylate,263,30,1,6,1,5
44884,2399-48-6,Tetrahydrofurfuryl acrylate,263,0,0,0,0,0
44894,25620-58-0,"Trimethylhexane-1,6-diamine",263,9,9,2,2,0
44876,2224-15-9,Ethylene glycol diglycidyl ether,263,14,14,5,5,0
41417,597-09-1,"2-Nitro-2-ethyl-1,3-propanediol",263,5,0,1,0,1
44926,36177-92-1,"N-Butyl-2,2,6,6-tetramethylpiperidin-4-amine",263,2,2,2,2,0
37696,33089-74-6,"N'-(2,4-Dimethylphenyl)-N-methylformamidine",263,0,0,0,0,0
44945,44860-68-6,"2,2'-(Methanediyldisulfanediyl)diethanol",263,0,0,0,0,0
44839,15332-99-7,Ethenyl[tris(prop-1-en-2-yloxy)]silane,263,0,0,0,0,0
44932,16066-35-6,4-Isopropylbenzenesulfonic acid,263,4,4,3,3,0
44801,140-90-9,SEX,263,48,7,6,5,1
44842,15901-40-3,"N,N',N''-Tricyclohexyl-1-methylsilanetriamine",263,16,0,6,0,6
44903,27858-32-8,Titanium(4+) bis[(2E)-4-oxohex-2-en-2-olate] dipropan-2-olate,263,2,2,1,1,0
44834,84962-98-1,Sodium 3-(trihydroxysilyl)propyl methylphosphonate,263,0,0,0,0,0
44978,68928-76-7,"Bis[(2-ethyl-2,5-dimethylhexanoyl)oxy](dimethyl)stannane",263,20,20,6,6,0
44856,17945-05-0,Ethyl [3-(triethoxysilyl)propyl]carbamate,263,2,2,2,2,0
44787,119-40-4,4-Hydroxy-7-(phenylamino)naphthalene-2-sulfonic acid,263,10,10,6,6,0
44972,6701-13-9,"1,10-Decanediol dimethacrylate",263,4,4,2,2,0
44881,23432-62-4,Methyl [3-(trimethoxysilyl)propyl]carbamate,263,8,8,5,5,0
44783,116912-64-2,"2-Silylpropyl-urea, Si-(ethoxy and methoxy) derivs",263,2,2,1,1,0
28040,56038-89-2,"N-(1-Ethylpropyl)-3,4-xylidine",263,5,5,4,4,0
44780,1124-05-6,"1,4-Dichloro-2,5-dimethylbenzene",263,0,0,0,0,0
44899,26842-43-3,"2-Amino-2,4-dimethylpentanenitrile",263,0,0,0,0,0
37493,1610-17-9,Atraton,263,3,3,2,2,0
44963,60875-16-3,"4-(3-Methyl-5-oxo-4,5-dihydro-1H-pyrazol-1-yl)benzoic acid",263,7,7,3,3,0
47101,15707-24-1,"2,3-Diethylpyrazine",263,1,1,1,1,0
47089,4532-64-3,"2,3-Butanedithiol",263,3,3,3,3,0
47067,491-35-0,Lepidine,263,2,2,1,1,0
47027,75359-31-8,Ditridecyl phthalate (mixture of branched chain isomers),263,5,5,2,2,0
40774,76231-76-0,"alpha,beta-Thujone",263,4,4,2,2,0
41880,644-64-4,Dimetilan,263,11,11,5,5,0
41797,81-82-3,(+/-)-Coumachlor,263,6,6,4,4,0
44733,827-95-2,Sodium 3-nitrobenzoate,263,1,1,1,1,0
42364,90717-03-6,Quinmerac,263,1,1,1,1,0
34355,64628-44-0,Triflumuron,263,6,1,2,1,1
